asset_id,cohort_start_date,entry_month,vehicle_class,monthly_km,engine_hours_per_month,load_factor,temperature_exposure,prior_repairs,service_delay_days,route_severity,preventive_maintenance_score,duration_months,event
VH-00228,2022-06-30,6,Medium,4806.0,137.1,0.6475,0.05,0,3.5,0.1883,0.1941,22.9076,1
VH-00229,2023-06-25,18,Medium,5764.2,123.9,0.8422,0.1524,1,2.8,0.6622,0.6728,68.3203,0
VH-00230,2022-11-27,11,Light,2059.2,46.0,0.6225,0.7981,1,3.0,0.4251,0.8615,43.1469,0
VH-00231,2023-09-23,21,Light,4303.1,82.1,0.8518,0.5754,0,1.0,0.7653,0.456,30.8651,1
VH-00232,2022-05-31,5,Medium,2424.2,67.2,0.8145,0.0258,0,1.5,0.3826,0.627,52.0008,0
VH-00233,2023-04-26,16,Heavy,4915.1,100.8,0.6642,0.5819,1,4.3,0.4426,0.6142,26.1212,1
VH-00234,2022-12-27,12,Medium,6962.9,170.1,0.4872,0.4118,1,5.1,0.7247,0.592,19.6544,1
VH-00235,2023-03-27,15,Heavy,3788.9,59.4,0.901,0.442,1,5.3,0.7956,0.4618,3.4024,1
VH-00236,2022-11-27,11,Heavy,4690.9,112.5,0.6668,0.4593,0,2.4,0.8386,0.6006,50.9575,1
VH-00237,2022-10-28,10,Medium,5634.7,115.6,0.9136,0.4091,0,2.6,0.5935,0.736,35.405,0
VH-00238,2022-01-31,1,Heavy,1398.4,42.0,0.8593,0.3936,0,9.7,0.3699,0.7204,34.2488,0
VH-00239,2023-05-26,17,Light,3716.8,82.4,0.6194,0.274,0,3.4,0.3093,0.755,40.1533,0
VH-00240,2022-05-31,5,Light,5046.8,104.1,0.7306,0.6132,1,6.2,0.6114,0.7592,31.0545,1
VH-00241,2023-03-27,15,Heavy,800.0,20.0,0.8966,0.2596,2,6.1,0.5537,0.4494,23.1628,0
VH-00242,2022-07-30,7,Heavy,3034.8,54.7,0.8227,0.5146,1,2.3,0.8158,0.9096,39.0084,0
VH-00243,2022-09-28,9,Light,6151.3,149.3,0.6264,0.131,1,12.8,0.7729,0.707,23.8461,0
VH-00244,2023-05-26,17,Medium,6004.5,117.7,0.691,0.3276,2,30.9,0.6466,0.8278,24.6655,1
VH-00245,2023-01-26,13,Medium,5061.5,108.5,0.8778,0.1863,1,9.2,0.4919,0.6365,25.5091,1
VH-00246,2022-06-30,6,Heavy,5823.3,134.6,0.8071,0.4899,1,6.8,0.5617,0.7733,16.0336,1
VH-00247,2023-03-27,15,Medium,4822.7,131.4,0.7741,0.5095,0,9.3,0.6483,0.7388,35.546,1
VH-00248,2022-01-01,0,Medium,5333.1,118.4,0.5776,0.0903,0,9.9,0.643,0.8354,50.5696,0
VH-00249,2023-03-27,15,Medium,4026.5,85.8,0.8747,0.7519,1,5.8,0.613,0.6352,14.9188,1
VH-00250,2023-01-26,13,Medium,4673.7,108.0,0.9359,0.5975,0,7.7,0.6175,0.7894,21.8427,1
VH-00251,2023-11-22,23,Medium,3551.4,47.8,0.9717,0.5113,0,5.6,0.8971,0.4636,12.1385,1
VH-00252,2022-11-27,11,Heavy,6395.2,124.1,0.8523,0.276,0,5.8,0.3694,0.954,32.863,0
VH-00253,2023-03-27,15,Medium,6782.3,145.1,0.6903,0.3763,0,13.2,0.7224,0.742,26.1346,1
VH-00254,2022-07-30,7,Light,6569.9,135.3,0.6012,0.3303,2,7.1,0.3603,0.5052,23.1234,1
VH-00255,2023-11-22,23,Light,3887.8,62.4,0.3425,0.4568,0,8.0,0.3825,0.836,18.4408,0
VH-00256,2022-07-30,7,Heavy,3069.3,81.1,0.5956,0.6076,4,6.5,0.4603,0.6477,26.4386,1
VH-00257,2023-09-23,21,Heavy,6415.5,146.5,0.915,0.3072,2,6.5,0.5658,0.6453,19.4073,1
VH-00258,2023-03-27,15,Light,5315.9,120.2,0.6375,0.5343,0,21.3,0.6775,0.6872,5.1916,1
VH-00259,2023-04-26,16,Light,4992.9,100.5,0.8062,0.5782,0,9.0,0.7162,0.8486,38.2403,1
VH-00260,2022-12-27,12,Medium,3549.6,80.1,0.6907,0.3986,1,10.3,0.24,0.7812,54.3791,0
VH-00261,2023-05-26,17,Light,5138.5,121.9,0.8581,0.5737,2,6.4,0.6741,0.9072,38.9176,1
VH-00262,2022-09-28,9,Heavy,2872.1,59.9,0.5251,0.0438,1,7.6,0.3043,0.3213,34.0901,0
VH-00263,2023-10-23,22,Medium,5451.1,127.8,0.7954,0.4291,4,11.7,0.6524,0.2405,15.3467,1
VH-00264,2023-08-24,20,Light,6568.3,134.0,0.881,0.2,0,10.6,0.4506,0.8082,46.4499,0
VH-00265,2023-05-26,17,Heavy,6946.6,155.8,0.5577,0.0533,1,3.2,0.8507,0.7625,28.1821,1
VH-00266,2022-05-31,5,Light,5562.8,140.8,0.5694,0.3897,0,3.9,0.3881,0.7236,15.7454,1
VH-00267,2022-10-28,10,Medium,2427.0,72.4,0.8061,0.648,0,1.4,0.8882,0.8544,64.324,0
VH-00268,2023-01-26,13,Light,4796.0,126.5,0.9152,0.3602,0,3.4,0.6424,0.6522,30.112,1
VH-00269,2023-04-26,16,Light,7709.5,175.6,0.6483,0.7088,1,1.3,0.7216,0.4599,6.4599,1
VH-00270,2023-08-24,20,Light,3197.1,71.5,0.8717,0.1977,1,2.1,0.1445,0.5873,43.0363,0
VH-00271,2022-09-28,9,Light,4411.2,91.3,0.7459,0.5775,0,6.8,0.5389,0.4662,26.9801,0
VH-00272,2022-01-31,1,Light,6620.3,120.0,0.5664,0.1545,2,3.4,0.4744,0.4767,12.397,1
VH-00273,2023-05-26,17,Light,5425.7,100.4,0.9834,0.2831,2,6.6,0.3215,0.746,18.7821,1
VH-00274,2022-03-02,2,Medium,8220.2,180.2,0.7298,0.2876,1,3.5,0.7218,0.5194,25.2273,1
VH-00275,2023-05-26,17,Medium,3400.7,73.9,0.9548,0.4814,0,10.9,0.5186,0.7206,15.0838,1
VH-00276,2022-07-30,7,Medium,3015.4,88.2,0.9589,0.1646,0,1.4,0.7724,0.8009,54.3187,0
VH-00277,2022-01-01,0,Medium,6336.2,160.5,0.8678,0.2802,0,4.7,0.7932,0.5581,12.5836,1
VH-00278,2023-05-26,17,Medium,2706.2,49.8,0.8965,0.6049,0,3.4,0.6206,0.8996,30.6452,0
VH-00279,2023-08-24,20,Heavy,4204.8,105.7,0.5753,0.5706,1,1.5,0.6002,0.9491,23.2413,0
VH-00280,2022-05-31,5,Heavy,4401.5,90.7,0.6431,0.218,1,1.5,0.4323,0.8886,41.3751,0
VH-00281,2023-06-25,18,Light,6054.0,144.8,0.3584,0.5669,1,5.6,0.2859,0.7194,37.646,1
VH-00282,2022-12-27,12,Light,5421.4,132.6,0.6199,0.4546,1,5.2,0.6997,0.5968,25.0723,1
VH-00283,2023-02-25,14,Light,5185.6,133.9,0.7023,0.6135,1,1.5,0.4852,0.7253,18.5694,0
VH-00284,2022-05-31,5,Light,3896.4,79.2,0.8782,0.3073,3,0.2,0.6376,0.6765,50.2428,1
VH-00285,2022-03-02,2,Medium,6322.5,155.7,0.8198,0.6441,0,7.8,0.5173,0.9115,38.6026,0
VH-00286,2023-09-23,21,Medium,9000.0,171.9,0.9218,0.2185,1,4.6,0.1493,0.6994,49.4279,1
VH-00287,2023-04-26,16,Light,5536.9,142.5,0.6374,0.5894,2,10.1,0.5639,0.78,22.2603,1
VH-00288,2023-04-26,16,Medium,4649.5,102.9,0.6618,0.2291,0,3.4,0.4534,0.725,37.7003,0
VH-00289,2022-05-31,5,Medium,2553.2,56.7,0.5737,0.1715,0,12.0,0.5228,0.5423,18.7798,1
VH-00290,2022-10-28,10,Light,3543.8,48.2,0.6111,0.1491,0,2.8,0.9517,0.7118,68.2147,0
VH-00291,2022-04-01,3,Heavy,4179.4,87.0,0.757,0.4519,2,1.6,0.6693,0.2849,12.393,1
VH-00292,2023-11-22,23,Light,3698.1,102.5,0.8443,0.0588,0,7.8,0.5674,0.6219,67.8297,0
VH-00293,2023-05-26,17,Heavy,4475.9,93.1,0.7499,0.2009,4,1.1,0.6267,0.4966,18.604,0
VH-00294,2023-11-22,23,Light,7167.0,170.0,0.6572,0.3823,0,10.6,0.8433,0.9277,27.7678,1
VH-00295,2023-02-25,14,Heavy,6370.8,142.1,0.74,0.5894,1,4.7,0.3642,0.7867,27.8217,1
VH-00296,2023-03-27,15,Heavy,4261.8,110.6,0.7823,0.8617,0,11.1,0.5093,0.6504,5.2422,1
VH-00297,2023-09-23,21,Heavy,2687.6,62.6,0.6683,0.2555,0,12.8,0.6523,0.6348,62.7787,0
VH-00298,2022-08-29,8,Heavy,6506.1,130.6,0.5278,0.5444,0,4.6,0.1373,0.8147,19.8734,0
VH-00299,2022-01-01,0,Heavy,4426.4,99.2,0.3041,0.6083,2,5.5,0.8155,0.8201,21.5183,1
VH-00300,2023-01-26,13,Medium,1910.2,66.5,0.621,0.2949,2,6.9,0.5394,0.7876,42.1875,0
VH-00301,2022-08-29,8,Heavy,5568.6,131.2,0.8819,0.3212,1,16.3,0.1676,0.9532,42.8883,0
VH-00302,2023-11-22,23,Light,6038.5,132.4,0.6389,0.1126,2,3.8,0.7264,0.9212,37.8261,0
VH-00303,2022-01-31,1,Medium,861.1,53.0,0.6646,0.2954,0,3.5,0.4016,0.4726,37.3752,0
VH-00304,2023-11-22,23,Medium,3263.2,89.9,0.6294,0.3062,3,9.9,0.7905,0.8127,20.5145,0
VH-00305,2023-04-26,16,Heavy,4334.3,108.6,0.7141,0.407,1,2.3,0.6252,0.7836,34.7707,0
VH-00306,2023-05-26,17,Medium,5601.8,129.2,0.784,0.6848,2,0.8,0.3565,0.6288,15.1581,1
VH-00307,2023-03-27,15,Medium,3726.4,93.8,0.474,0.1278,0,12.9,0.4107,0.9378,29.0169,0
VH-00308,2023-02-25,14,Medium,3251.8,83.7,0.6753,0.3787,3,2.4,0.397,0.4678,31.9695,0
VH-00309,2023-07-25,19,Medium,5590.8,91.5,0.6742,0.3985,2,15.4,0.3342,0.8177,25.9128,0
VH-00310,2022-01-01,0,Light,3797.5,90.3,0.7305,0.5567,2,6.7,0.4294,0.5448,18.6445,0
VH-00311,2022-06-30,6,Medium,5313.1,115.7,0.7199,0.4564,2,1.1,0.6054,0.8649,57.0852,0
VH-00312,2022-03-02,2,Medium,2832.7,55.5,0.8197,0.7113,0,2.6,0.6722,0.7272,62.091,0
VH-00313,2022-06-30,6,Light,2471.5,52.0,0.8445,0.6821,0,2.8,0.3776,0.6794,32.1623,1
VH-00314,2023-01-26,13,Medium,5632.9,101.8,0.9545,0.4397,1,4.8,0.5403,0.8685,42.5656,1
VH-00315,2023-01-26,13,Medium,4878.8,81.3,0.6786,0.5437,1,10.4,0.42,0.8254,31.9424,0
VH-00316,2023-11-22,23,Medium,5883.7,149.4,0.8121,0.2386,1,4.1,0.551,0.8197,68.4906,0
VH-00317,2022-09-28,9,Medium,3701.1,89.2,0.6146,0.2062,0,3.2,0.5074,0.6111,51.4186,0
VH-00318,2023-05-26,17,Medium,3307.3,37.3,0.6785,0.0888,0,10.4,0.4434,0.9093,56.3336,0
VH-00319,2022-08-29,8,Medium,6541.1,136.7,0.5734,0.4825,0,2.0,0.2347,0.3926,21.575,0
VH-00320,2023-11-22,23,Heavy,2215.6,62.4,0.8678,0.4254,3,9.2,0.5919,0.9464,46.7615,1
VH-00321,2022-05-01,4,Heavy,6377.2,137.5,0.9258,0.6789,2,9.3,0.4743,0.9182,39.0038,1
VH-00322,2022-05-01,4,Medium,6480.8,162.7,0.7921,0.5145,0,7.1,0.7132,0.6451,13.7806,1
VH-00323,2023-06-25,18,Medium,5790.1,144.4,0.757,0.5993,2,0.5,0.4526,0.9247,30.4614,1
VH-00324,2023-02-25,14,Medium,3468.3,56.7,0.3258,0.5176,1,6.1,0.3834,0.7006,25.1992,0
VH-00325,2023-05-26,17,Heavy,3275.2,70.6,0.8571,0.1076,1,3.1,0.567,0.8609,19.7202,1
VH-00326,2023-11-22,23,Medium,4184.9,86.3,0.5811,0.2291,1,3.8,0.8632,0.952,32.5409,1
VH-00327,2022-05-01,4,Heavy,2557.4,36.0,0.9517,0.2713,0,1.2,0.6165,0.6654,47.8243,1
VH-00328,2022-01-31,1,Medium,3057.5,46.1,0.6209,0.5923,0,0.4,0.5407,0.6053,38.6408,0
VH-00329,2023-04-26,16,Medium,5467.1,109.4,0.7589,0.5153,1,4.6,0.5545,0.5578,8.9774,1
VH-00330,2023-01-26,13,Medium,5474.0,112.0,0.837,0.2926,2,6.0,0.18,0.7997,19.5207,1
VH-00331,2022-03-02,2,Heavy,2925.6,69.3,0.8575,0.5906,1,5.7,0.3925,0.8669,40.0118,0
VH-00332,2022-03-02,2,Light,5514.2,138.2,0.9129,0.7053,0,3.5,0.4979,0.6668,24.7555,1
VH-00333,2023-06-25,18,Medium,5181.5,122.8,0.6536,0.2336,0,1.2,0.6185,0.5915,44.0243,1
VH-00334,2022-05-31,5,Heavy,6764.8,161.6,0.7594,0.6049,1,1.5,0.4505,0.8761,27.7705,1
VH-00335,2023-11-22,23,Light,5353.7,115.0,0.6703,0.5996,2,19.2,0.4312,0.4711,20.2355,1
VH-00336,2022-09-28,9,Medium,6087.9,144.3,0.4611,0.5907,1,2.6,0.2594,0.6888,56.6384,0
VH-00337,2023-09-23,21,Light,5215.6,113.7,0.8847,0.5713,0,9.9,0.1182,0.531,38.9685,1
VH-00338,2023-11-22,23,Heavy,5969.9,126.0,0.9652,0.1963,1,0.4,0.2405,0.6686,65.8648,0
VH-00339,2023-02-25,14,Light,2569.3,85.6,0.9134,0.4228,2,5.1,0.4891,0.6919,21.3808,0
VH-00340,2022-08-29,8,Heavy,4317.4,61.0,0.8315,0.7478,1,5.2,0.8078,0.8129,13.0781,1
VH-00341,2022-06-30,6,Light,4441.5,70.6,0.4774,0.2639,0,4.3,0.0564,0.7186,43.7703,0
VH-00342,2023-11-22,23,Heavy,4134.4,97.6,0.5106,0.3281,2,7.1,0.4106,0.6619,27.5009,1
VH-00343,2023-08-24,20,Heavy,5165.8,110.8,0.7884,0.7401,3,0.3,0.459,0.7017,25.5598,0
VH-00344,2023-10-23,22,Medium,5451.6,99.6,0.902,0.4979,1,5.2,0.8564,0.5846,15.6638,1
VH-00345,2023-06-25,18,Heavy,5088.4,97.3,0.7647,0.707,2,3.5,0.4064,0.5123,19.8158,1
VH-00346,2022-10-28,10,Heavy,4234.6,80.2,0.9258,0.5618,2,3.4,0.4623,0.8405,26.0953,1
VH-00347,2022-01-01,0,Heavy,3396.4,88.9,0.4654,0.583,1,3.4,0.5427,0.7009,43.1129,0
VH-00348,2022-03-02,2,Medium,6145.8,154.8,0.6033,0.6424,0,6.3,0.4229,0.6261,45.952,1
VH-00349,2023-09-23,21,Medium,5024.6,136.3,0.8038,0.3506,1,3.6,0.638,0.319,7.2717,1
VH-00350,2022-04-01,3,Light,2972.1,42.2,0.6131,0.7002,1,3.7,0.6466,0.4831,25.299,0
VH-00351,2023-02-25,14,Medium,4209.5,73.0,0.5659,0.7361,1,3.1,0.3207,0.9131,30.4351,1
VH-00352,2022-05-01,4,Light,1885.1,20.4,0.904,0.7075,1,19.4,0.5616,0.8755,55.4486,0
VH-00353,2022-07-30,7,Medium,4553.1,120.5,0.3882,0.3734,1,0.4,0.9168,0.9163,38.4408,0
VH-00354,2023-03-27,15,Medium,4202.4,99.6,0.8271,0.4743,0,4.6,0.5834,0.9644,23.413,0
VH-00355,2023-03-27,15,Medium,3638.3,82.1,0.7566,0.6166,2,2.7,0.6093,0.5668,18.4454,0
VH-00356,2022-12-27,12,Medium,6876.9,156.3,0.8284,0.0465,0,2.7,0.9406,0.6041,29.9154,1
VH-00357,2023-08-24,20,Heavy,2765.8,60.6,0.9592,0.47,0,0.8,0.5063,0.7355,3.8797,1
VH-00358,2023-06-25,18,Heavy,5559.6,106.7,0.8373,0.5336,0,1.2,0.6886,0.7029,5.3936,1
VH-00359,2022-03-02,2,Medium,7780.1,180.6,0.9374,0.4507,2,7.9,0.6678,0.6222,12.5169,1
VH-00360,2023-01-26,13,Medium,6115.9,133.1,0.6508,0.3725,0,10.8,0.4901,0.6919,13.9681,1
VH-00361,2023-01-26,13,Heavy,4452.7,80.9,0.7507,0.44,0,1.1,0.6768,0.7792,7.9294,1
VH-00362,2023-03-27,15,Light,2798.9,70.8,0.8604,0.4195,0,6.4,0.5551,0.4928,18.9502,1
VH-00363,2022-07-30,7,Light,2456.9,48.2,0.6356,0.5014,0,6.6,0.6557,0.687,36.1494,0
VH-00364,2023-01-26,13,Light,3882.7,89.7,0.8462,0.1056,0,5.7,0.3965,0.6794,55.6724,0
VH-00365,2023-11-22,23,Medium,3469.5,75.2,0.654,0.0794,0,4.8,0.6088,0.9025,22.288,0
VH-00366,2022-07-30,7,Medium,3420.7,89.4,0.7191,0.3343,0,8.9,0.5896,0.8921,34.4626,1
VH-00367,2022-04-01,3,Heavy,4010.5,92.4,0.8097,0.873,0,1.9,0.246,0.809,42.7939,0
VH-00368,2022-09-28,9,Medium,4346.6,83.3,0.9514,0.3646,0,2.1,0.8295,0.4871,12.8228,1
VH-00369,2023-08-24,20,Medium,5227.8,121.0,0.6586,0.7125,2,6.2,0.9103,0.9027,39.5162,1
VH-00370,2022-06-30,6,Heavy,2643.3,64.1,0.8683,0.3935,0,7.6,0.6638,0.7043,22.6441,1
VH-00371,2023-02-25,14,Heavy,3476.6,84.9,0.6294,0.5408,0,4.7,0.2216,0.8035,55.5777,0
VH-00372,2022-08-29,8,Medium,4260.5,110.2,0.6194,0.3303,1,5.0,0.3653,0.7661,41.8954,0
VH-00373,2023-02-25,14,Medium,4206.8,84.2,0.575,0.5214,0,9.3,0.246,0.8557,40.1323,0
VH-00374,2023-02-25,14,Medium,7254.6,171.2,0.7888,0.5205,1,11.1,0.6976,0.4235,9.9867,1
VH-00375,2022-01-01,0,Light,4848.4,81.9,0.8417,0.1536,1,18.5,0.4642,0.7663,30.143,1
VH-00376,2022-03-02,2,Light,2079.6,44.4,0.9449,0.4079,1,1.9,0.1925,0.8415,38.0434,0
VH-00377,2023-05-26,17,Heavy,5127.3,109.8,0.3997,0.272,2,1.9,0.44,0.6803,68.7503,0
VH-00378,2022-05-31,5,Medium,5318.5,139.9,0.5768,0.3367,0,22.7,0.6302,0.4464,27.3265,0
VH-00379,2022-03-02,2,Medium,4312.3,93.5,0.6454,0.1272,1,5.2,0.3873,0.7795,71.9141,0
VH-00380,2022-11-27,11,Heavy,2679.9,68.7,0.7329,0.4187,1,7.5,0.7135,0.836,16.6391,1
VH-00381,2022-05-01,4,Medium,7137.1,132.2,0.6955,0.5397,0,3.1,0.5859,0.404,33.9197,1
VH-00382,2022-09-28,9,Heavy,2895.2,59.1,0.7872,0.5658,1,8.9,0.7394,0.6117,24.6042,1
VH-00383,2023-07-25,19,Heavy,5491.2,109.3,0.7711,0.4802,3,1.1,0.4977,0.71,19.736,0
VH-00384,2022-12-27,12,Medium,4800.1,143.8,0.766,0.4766,1,1.3,0.454,0.8315,18.0893,0
VH-00385,2023-08-24,20,Medium,5401.2,110.0,0.6006,0.556,3,13.9,0.5986,0.5278,36.796,1
VH-00386,2023-07-25,19,Heavy,7060.3,158.0,0.3524,0.3885,0,8.9,0.6721,0.6927,37.8692,1
VH-00387,2023-08-24,20,Heavy,5342.5,120.6,0.6011,0.4917,0,3.0,0.6073,0.5797,44.2842,1
VH-00388,2022-01-31,1,Heavy,3662.0,57.5,0.8097,0.3194,1,9.0,0.8745,0.7881,25.2484,0
VH-00389,2022-12-27,12,Light,6159.0,129.0,0.834,0.9641,0,4.6,0.2529,0.9607,53.8648,0
VH-00390,2023-08-24,20,Heavy,3553.4,85.0,0.6964,0.386,0,1.4,0.4194,0.7118,37.9675,0
VH-00391,2022-04-01,3,Medium,4745.3,106.7,0.5705,0.5464,0,5.8,0.5301,0.9037,36.0913,0
VH-00392,2022-01-01,0,Light,2560.4,22.4,0.8112,0.42,0,4.8,0.4984,0.9158,42.5458,0
VH-00393,2022-12-27,12,Medium,2950.1,57.1,0.355,0.5471,0,2.5,0.8419,0.8618,46.7658,0
VH-00394,2022-05-31,5,Medium,4577.1,117.0,0.8557,0.2365,0,1.8,0.4136,0.7989,3.2903,1
VH-00395,2023-09-23,21,Light,5052.1,121.1,0.9162,0.1496,2,9.3,0.4956,0.8606,33.2054,1
VH-00396,2022-01-31,1,Medium,1946.4,61.5,0.8151,0.7578,1,5.4,0.1141,0.8419,54.4544,1
VH-00397,2023-01-26,13,Heavy,5245.9,101.8,0.4052,0.4368,0,5.2,0.3647,0.8431,25.721,0
VH-00398,2022-04-01,3,Medium,3270.9,91.9,0.8565,0.1937,2,1.3,0.4663,0.7456,41.4382,1
VH-00399,2022-10-28,10,Medium,6419.5,142.0,0.8576,0.3481,1,3.3,0.6862,0.7207,26.8115,0
VH-00400,2023-02-25,14,Medium,3972.1,112.2,0.7773,0.4371,0,5.7,0.5054,0.685,50.8026,1
VH-00401,2022-06-30,6,Medium,2814.6,62.6,0.7519,0.1239,0,1.8,0.6866,0.5581,44.8455,0
VH-00402,2023-11-22,23,Heavy,4613.7,71.8,0.5033,0.1979,1,10.3,0.4399,0.7566,61.8191,1
VH-00403,2022-01-01,0,Heavy,3125.6,82.2,0.947,0.0912,0,14.8,0.4748,0.6556,11.7313,1
VH-00404,2023-02-25,14,Light,6403.4,135.6,0.7278,0.3799,0,8.0,0.6482,0.566,41.1745,1
VH-00405,2022-11-27,11,Heavy,4500.8,94.4,0.6807,0.6652,0,8.4,0.6397,0.4656,13.8505,1
VH-00406,2022-10-28,10,Heavy,4272.5,73.1,0.7079,0.2071,1,5.3,0.3759,0.7188,49.1472,0
VH-00407,2022-01-31,1,Medium,5387.7,144.1,0.6131,0.0924,1,10.0,0.771,0.6491,41.0092,0
VH-00408,2022-06-30,6,Heavy,2992.6,58.7,0.7763,0.0915,0,7.1,0.4292,0.4417,51.6836,0
VH-00409,2022-11-27,11,Light,2566.3,80.7,0.5925,0.5278,1,6.1,0.4858,0.8663,70.0735,0
VH-00410,2023-11-22,23,Heavy,5112.5,107.1,0.6982,0.1847,1,7.5,0.5213,0.8283,24.1486,0
VH-00411,2022-05-01,4,Medium,2850.5,49.4,0.721,0.3561,0,4.0,0.7221,0.7671,35.0455,0
VH-00412,2022-08-29,8,Medium,2850.0,83.1,0.6918,0.7046,1,17.9,0.438,0.7721,54.8153,1
VH-00413,2023-10-23,22,Light,5755.1,126.8,0.7979,0.3962,0,1.4,0.7829,0.8158,33.0024,0
VH-00414,2022-08-29,8,Heavy,5287.6,116.5,0.9238,0.5089,0,7.9,0.628,0.9364,39.373,0
VH-00415,2022-12-27,12,Light,2619.3,39.0,0.8444,0.1991,0,1.2,0.699,0.6974,23.3462,0
VH-00416,2022-03-02,2,Light,3571.3,72.5,0.9693,0.4752,1,4.3,0.6166,0.5931,23.6723,0
VH-00417,2022-04-01,3,Light,3144.4,76.3,0.4224,0.1458,0,6.2,0.4678,0.8864,39.7189,0
VH-00418,2023-02-25,14,Heavy,7164.5,139.7,0.6629,0.5625,0,3.6,0.748,0.8839,6.5727,1
VH-00419,2022-08-29,8,Light,5859.0,122.1,0.7399,0.4895,0,5.4,0.3831,0.7323,23.2102,0
VH-00420,2023-11-22,23,Heavy,3868.7,79.7,0.8222,0.789,2,0.6,0.553,0.904,11.3901,1
VH-00421,2022-04-01,3,Medium,5364.3,120.2,0.9086,0.7837,1,4.8,0.4768,0.7396,27.1367,0
VH-00422,2022-12-27,12,Light,2465.7,77.0,0.5707,0.2455,1,3.0,0.844,0.7601,63.9503,0
VH-00423,2023-09-23,21,Light,3491.0,73.1,0.5886,0.0501,0,6.1,0.6359,0.2556,57.4615,0
VH-00424,2022-11-27,11,Light,4657.3,93.1,0.8573,0.3205,0,4.0,0.8368,0.3656,22.0035,1
VH-00425,2023-02-25,14,Medium,5178.3,156.3,0.6292,0.3733,2,1.1,0.4675,0.7865,31.4603,1
VH-00426,2023-03-27,15,Heavy,4353.8,90.3,0.8876,0.1628,0,4.4,0.7735,0.7425,38.3331,0
VH-00427,2023-08-24,20,Light,4872.0,105.4,0.9599,0.6826,1,2.3,0.3492,0.8619,29.1243,0
VH-00428,2022-08-29,8,Heavy,4617.5,97.2,0.5594,0.7405,0,5.2,0.4754,0.7806,22.2275,0
VH-00429,2023-07-25,19,Light,4254.6,90.4,0.6417,0.502,0,2.1,0.4456,0.6804,35.5314,0
VH-00430,2022-04-01,3,Heavy,4055.8,91.3,0.4213,0.5202,0,2.9,0.3847,0.419,21.2452,0
VH-00431,2023-04-26,16,Heavy,3860.6,99.6,0.6038,0.683,1,3.5,0.228,0.6037,26.1849,0
VH-00432,2022-09-28,9,Heavy,4847.9,113.8,0.4634,0.8087,0,9.3,0.3672,0.5526,52.6946,1
VH-00433,2022-10-28,10,Medium,5116.2,129.9,0.7558,0.4328,2,2.6,0.6104,0.8321,11.0077,1
VH-00434,2023-10-23,22,Heavy,4797.5,122.3,0.7377,0.2116,1,2.4,0.5681,0.8341,27.481,0
VH-00435,2022-04-01,3,Light,2732.1,63.8,0.4242,0.612,0,2.2,0.8792,0.9034,49.6298,0
VH-00436,2022-06-30,6,Light,3001.6,72.3,0.8794,0.3029,1,3.6,0.6263,0.6289,47.1058,1
VH-00437,2023-03-27,15,Light,5098.3,129.9,0.8058,0.1966,0,18.5,0.6272,0.9435,28.634,0
VH-00438,2022-01-31,1,Medium,6707.5,132.4,0.9452,0.3617,0,7.1,0.1859,0.9918,38.2916,0
VH-00439,2023-03-27,15,Heavy,4728.6,142.6,0.7073,0.439,3,15.8,0.6532,0.5529,34.7571,1
VH-00440,2023-02-25,14,Medium,3882.5,78.6,0.8033,0.2448,0,3.8,0.8358,0.8005,19.6068,0
VH-00441,2022-11-27,11,Heavy,4836.5,102.2,0.6711,0.3928,1,4.4,0.4859,0.5187,9.3872,1
VH-00442,2023-04-26,16,Light,2794.8,43.9,0.7324,0.5732,2,5.1,0.7427,0.2587,28.7113,1
VH-00443,2023-02-25,14,Heavy,6463.4,125.9,0.7482,0.7849,1,5.9,0.8188,0.759,16.9867,1
VH-00444,2023-06-25,18,Light,4779.9,120.8,0.9395,0.3522,0,6.8,0.6021,0.8093,32.9736,1
VH-00445,2023-04-26,16,Medium,3495.8,111.7,0.8712,0.3962,0,1.3,0.2486,0.5934,49.3623,0
VH-00446,2022-04-01,3,Heavy,4249.8,85.9,0.7954,0.5858,2,3.7,0.4552,0.9845,46.7708,0
VH-00447,2022-04-01,3,Heavy,3709.4,87.6,0.5967,0.3746,0,2.9,0.4941,0.8596,18.1307,0
VH-00448,2022-10-28,10,Medium,6467.5,147.0,0.6808,0.3893,2,9.3,0.3052,0.6512,17.8076,1
VH-00449,2023-09-23,21,Light,4196.6,108.3,0.8956,0.3627,1,6.4,0.5415,0.6405,29.8263,0
VH-00450,2022-01-01,0,Medium,4733.0,138.5,0.8915,0.3883,0,3.4,0.8261,0.5758,5.0021,1
VH-00451,2022-06-30,6,Light,5360.6,141.9,0.6689,0.6676,0,6.6,0.3041,0.7747,25.8938,1
VH-00452,2022-10-28,10,Heavy,3388.9,71.7,0.7201,0.2821,0,7.4,0.7612,0.4904,56.2453,1
VH-00453,2022-09-28,9,Heavy,4790.6,114.4,0.7242,0.2416,1,7.9,0.8105,0.63,20.2156,1
VH-00454,2023-03-27,15,Light,4911.7,118.6,0.5173,0.2005,0,2.3,0.7862,0.5741,55.9011,0
VH-00455,2022-08-29,8,Light,2168.9,47.9,0.8725,0.0716,0,5.6,0.5337,0.9039,50.4229,0
VH-00456,2022-07-30,7,Light,4879.0,92.0,0.6898,0.7543,0,3.3,0.3657,0.774,26.38,1
